Tipo de dato;Grupos ECOICOP;Comunidades y Ciudades Autónomas;Periodo;Total
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M10;103,489
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M09;95,306
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M08;90,254
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M07;92,699
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M06;104,854
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M05;105,949
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M04;101,626
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M03;93,975
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M02;89,807
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2020M01;90,735
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M12;107,359
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M11;110,410
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M10;102,122
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M09;94,521
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M08;89,355
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M07;91,783
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M06;103,626
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M05;104,943
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M04;100,604
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M03;92,938
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M02;88,759
Índice;03 Vestido y calzado;15 Navarra, Comunidad Foral de;2019M01;89,873
Índice;03 Vestido y calzado;16 País Vasco;2025M12;112,640
Índice;03 Vestido y calzado;16 País Vasco;2025M11;113,680
Índice;03 Vestido y calzado;16 País Vasco;2025M10;110,832
Índice;03 Vestido y calzado;16 País Vasco;2025M09;103,273
Índice;03 Vestido y calzado;16 País Vasco;2025M08;98,895
Índice;03 Vestido y calzado;16 País Vasco;2025M07;99,863
Índice;03 Vestido y calzado;16 País Vasco;2025M06;111,373
Índice;03 Vestido y calzado;16 País Vasco;2025M05;112,951
Índice;03 Vestido y calzado;16 País Vasco;2025M04;109,954
Índice;03 Vestido y calzado;16 País Vasco;2025M03;103,269
Índice;03 Vestido y calzado;16 País Vasco;2025M02;99,632
Índice;03 Vestido y calzado;16 País Vasco;2025M01;100,589
Índice;03 Vestido y calzado;16 País Vasco;2024M12;114,575
Índice;03 Vestido y calzado;16 País Vasco;2024M11;114,703
Índice;03 Vestido y calzado;16 País Vasco;2024M10;111,426
Índice;03 Vestido y calzado;16 País Vasco;2024M09;101,962
Índice;03 Vestido y calzado;16 País Vasco;2024M08;98,774
Índice;03 Vestido y calzado;16 País Vasco;2024M07;99,243
Índice;03 Vestido y calzado;16 País Vasco;2024M06;110,511
Índice;03 Vestido y calzado;16 País Vasco;2024M05;111,495
Índice;03 Vestido y calzado;16 País Vasco;2024M04;110,282
Índice;03 Vestido y calzado;16 País Vasco;2024M03;102,595
Índice;03 Vestido y calzado;16 País Vasco;2024M02;97,425
Índice;03 Vestido y calzado;16 País Vasco;2024M01;98,504
Índice;03 Vestido y calzado;16 País Vasco;2023M12;112,936
Índice;03 Vestido y calzado;16 País Vasco;2023M11;113,661
Índice;03 Vestido y calzado;16 País Vasco;2023M10;111,322
Índice;03 Vestido y calzado;16 País Vasco;2023M09;102,262
Índice;03 Vestido y calzado;16 País Vasco;2023M08;96,968
Índice;03 Vestido y calzado;16 País Vasco;2023M07;97,691
Índice;03 Vestido y calzado;16 País Vasco;2023M06;109,653
Índice;03 Vestido y calzado;16 País Vasco;2023M05;111,081
Índice;03 Vestido y calzado;16 País Vasco;2023M04;108,460
Índice;03 Vestido y calzado;16 País Vasco;2023M03;101,557
Índice;03 Vestido y calzado;16 País Vasco;2023M02;96,061
Índice;03 Vestido y calzado;16 País Vasco;2023M01;96,783
Índice;03 Vestido y calzado;16 País Vasco;2022M12;110,872
Índice;03 Vestido y calzado;16 País Vasco;2022M11;112,524
Índice;03 Vestido y calzado;16 País Vasco;2022M10;109,662
Índice;03 Vestido y calzado;16 País Vasco;2022M09;100,247
Índice;03 Vestido y calzado;16 País Vasco;2022M08;94,799
Índice;03 Vestido y calzado;16 País Vasco;2022M07;95,208
Índice;03 Vestido y calzado;16 País Vasco;2022M06;107,761
Índice;03 Vestido y calzado;16 País Vasco;2022M05;108,952
Índice;03 Vestido y calzado;16 País Vasco;2022M04;107,482
Índice;03 Vestido y calzado;16 País Vasco;2022M03;99,362
Índice;03 Vestido y calzado;16 País Vasco;2022M02;92,881
Índice;03 Vestido y calzado;16 País Vasco;2022M01;93,778
Índice;03 Vestido y calzado;16 País Vasco;2021M12;108,773
Índice;03 Vestido y calzado;16 País Vasco;2021M11;112,638
Índice;03 Vestido y calzado;16 País Vasco;2021M10;108,980
Índice;03 Vestido y calzado;16 País Vasco;2021M09;96,495
Índice;03 Vestido y calzado;16 País Vasco;2021M08;90,713
Índice;03 Vestido y calzado;16 País Vasco;2021M07;91,618
Índice;03 Vestido y calzado;16 País Vasco;2021M06;104,605
Índice;03 Vestido y calzado;16 País Vasco;2021M05;106,553
Índice;03 Vestido y calzado;16 País Vasco;2021M04;104,361
Índice;03 Vestido y calzado;16 País Vasco;2021M03;94,627
Índice;03 Vestido y calzado;16 País Vasco;2021M02;89,867
Índice;03 Vestido y calzado;16 País Vasco;2021M01;90,770
Índice;03 Vestido y calzado;16 País Vasco;2020M12;107,638
Índice;03 Vestido y calzado;16 País Vasco;2020M11;111,585
Índice;03 Vestido y calzado;16 País Vasco;2020M10;107,851
Índice;03 Vestido y calzado;16 País Vasco;2020M09;95,505
Índice;03 Vestido y calzado;16 País Vasco;2020M08;89,719
Índice;03 Vestido y calzado;16 País Vasco;2020M07;90,581
Índice;03 Vestido y calzado;16 País Vasco;2020M06;103,561
Índice;03 Vestido y calzado;16 País Vasco;2020M05;105,435
Índice;03 Vestido y calzado;16 País Vasco;2020M04;103,384
Índice;03 Vestido y calzado;16 País Vasco;2020M03;93,651
Índice;03 Vestido y calzado;16 País Vasco;2020M02;88,999
Índice;03 Vestido y calzado;16 País Vasco;2020M01;90,008
Índice;03 Vestido y calzado;16 País Vasco;2019M12;106,864
Índice;03 Vestido y calzado;16 País Vasco;2019M11;110,672
Índice;03 Vestido y calzado;16 País Vasco;2019M10;106,862
Índice;03 Vestido y calzado;16 País Vasco;2019M09;94,526
Índice;03 Vestido y calzado;16 País Vasco;2019M08;88,876
Índice;03 Vestido y calzado;16 País Vasco;2019M07;89,631
Índice;03 Vestido y calzado;16 País Vasco;2019M06;102,595
Índice;03 Vestido y calzado;16 País Vasco;2019M05;104,405
Índice;03 Vestido y calzado;16 País Vasco;2019M04;102,365
Índice;03 Vestido y calzado;16 País Vasco;2019M03;92,575
Índice;03 Vestido y calzado;16 País Vasco;2019M02;87,955
Índice;03 Vestido y calzado;16 País Vasco;2019M01;89,054
Índice;03 Vestido y calzado;17 Rioja, La;2025M12;117,899
Índice;03 Vestido y calzado;17 Rioja, La;2025M11;117,932
Índice;03 Vestido y calzado;17 Rioja, La;2025M10;109,928
Índice;03 Vestido y calzado;17 Rioja, La;2025M09;103,241
Índice;03 Vestido y calzado;17 Rioja, La;2025M08;102,106
Índice;03 Vestido y calzado;17 Rioja, La;2025M07;102,324
Índice;03 Vestido y calzado;17 Rioja, La;2025M06;115,746
Índice;03 Vestido y calzado;17 Rioja, La;2025M05;117,024
Índice;03 Vestido y calzado;17 Rioja, La;2025M04;112,334
Índice;03 Vestido y calzado;17 Rioja, La;2025M03;103,303
Índice;03 Vestido y calzado;17 Rioja, La;2025M02;102,603
Índice;03 Vestido y calzado;17 Rioja, La;2025M01;103,933
Índice;03 Vestido y calzado;17 Rioja, La;2024M12;119,404
Índice;03 Vestido y calzado;17 Rioja, La;2024M11;119,798
Índice;03 Vestido y calzado;17 Rioja, La;2024M10;112,338
Índice;03 Vestido y calzado;17 Rioja, La;2024M09;105,374
Índice;03 Vestido y calzado;17 Rioja, La;2024M08;105,184
Índice;03 Vestido y calzado;17 Rioja, La;2024M07;106,108
Índice;03 Vestido y calzado;17 Rioja, La;2024M06;118,580
Índice;03 Vestido y calzado;17 Rioja, La;2024M05;119,802
Índice;03 Vestido y calzado;17 Rioja, La;2024M04;115,594
Índice;03 Vestido y calzado;17 Rioja, La;2024M03;105,886
Índice;03 Vestido y calzado;17 Rioja, La;2024M02;105,506
Índice;03 Vestido y calzado;17 Rioja, La;2024M01;106,627
Índice;03 Vestido y calzado;17 Rioja, La;2023M12;122,131
Índice;03 Vestido y calzado;17 Rioja, La;2023M11;122,529
Índice;03 Vestido y calzado;17 Rioja, La;2023M10;112,638
Índice;03 Vestido y calzado;17 Rioja, La;2023M09;103,874
Índice;03 Vestido y calzado;17 Rioja, La;2023M08;103,443
Índice;03 Vestido y calzado;17 Rioja, La;2023M07;104,160
Índice;03 Vestido y calzado;17 Rioja, La;2023M06;115,851
Índice;03 Vestido y calzado;17 Rioja, La;2023M05;116,589
Índice;03 Vestido y calzado;17 Rioja, La;2023M04;115,842
Índice;03 Vestido y calzado;17 Rioja, La;2023M03;103,710
Índice;03 Vestido y calzado;17 Rioja, La;2023M02;101,788
Índice;03 Vestido y calzado;17 Rioja, La;2023M01;103,458
Índice;03 Vestido y calzado;17 Rioja, La;2022M12;117,431
Índice;03 Vestido y calzado;17 Rioja, La;2022M11;118,948
Índice;03 Vestido y calzado;17 Rioja, La;2022M10;114,018
Índice;03 Vestido y calzado;17 Rioja, La;2022M09;104,421
Índice;03 Vestido y calzado;17 Rioja, La;2022M08;102,279
Índice;03 Vestido y calzado;17 Rioja, La;2022M07;102,982
Índice;03 Vestido y calzado;17 Rioja, La;2022M06;117,438
Índice;03 Vestido y calzado;17 Rioja, La;2022M05;116,758
Índice;03 Vestido y calzado;17 Rioja, La;2022M04;112,175
Índice;03 Vestido y calzado;17 Rioja, La;2022M03;98,638
Índice;03 Vestido y calzado;17 Rioja, La;2022M02;97,607
Índice;03 Vestido y calzado;17 Rioja, La;2022M01;98,926
Índice;03 Vestido y calzado;17 Rioja, La;2021M12;113,166
Índice;03 Vestido y calzado;17 Rioja, La;2021M11;115,039
Índice;03 Vestido y calzado;17 Rioja, La;2021M10;105,354
Índice;03 Vestido y calzado;17 Rioja, La;2021M09;91,337
Índice;03 Vestido y calzado;17 Rioja, La;2021M08;89,798
Índice;03 Vestido y calzado;17 Rioja, La;2021M07;90,028
Índice;03 Vestido y calzado;17 Rioja, La;2021M06;110,098
Índice;03 Vestido y calzado;17 Rioja, La;2021M05;111,802
Índice;03 Vestido y calzado;17 Rioja, La;2021M04;106,599
Índice;03 Vestido y calzado;17 Rioja, La;2021M03;89,296
Índice;03 Vestido y calzado;17 Rioja, La;2021M02;88,626
Índice;03 Vestido y calzado;17 Rioja, La;2021M01;88,858
Índice;03 Vestido y calzado;17 Rioja, La;2020M12;111,561
Índice;03 Vestido y calzado;17 Rioja, La;2020M11;113,798
Índice;03 Vestido y calzado;17 Rioja, La;2020M10;104,264
Índice;03 Vestido y calzado;17 Rioja, La;2020M09;90,293
Índice;03 Vestido y calzado;17 Rioja, La;2020M08;88,736
Índice;03 Vestido y calzado;17 Rioja, La;2020M07;89,260
Índice;03 Vestido y calzado;17 Rioja, La;2020M06;109,245
Índice;03 Vestido y calzado;17 Rioja, La;2020M05;110,663
Índice;03 Vestido y calzado;17 Rioja, La;2020M04;105,542
Índice;03 Vestido y calzado;17 Rioja, La;2020M03;88,492
Índice;03 Vestido y calzado;17 Rioja, La;2020M02;87,794
Índice;03 Vestido y calzado;17 Rioja, La;2020M01;88,171
Índice;03 Vestido y calzado;17 Rioja, La;2019M12;110,673
Índice;03 Vestido y calzado;17 Rioja, La;2019M11;112,831
Índice;03 Vestido y calzado;17 Rioja, La;2019M10;103,172
Índice;03 Vestido y calzado;17 Rioja, La;2019M09;89,322
Índice;03 Vestido y calzado;17 Rioja, La;2019M08;87,579
Índice;03 Vestido y calzado;17 Rioja, La;2019M07;88,091
Índice;03 Vestido y calzado;17 Rioja, La;2019M06;108,057
Índice;03 Vestido y calzado;17 Rioja, La;2019M05;109,868
Índice;03 Vestido y calzado;17 Rioja, La;2019M04;104,495
Índice;03 Vestido y calzado;17 Rioja, La;2019M03;87,560
Índice;03 Vestido y calzado;17 Rioja, La;2019M02;86,832
Índice;03 Vestido y calzado;17 Rioja, La;2019M01;87,171
Índice;03 Vestido y calzado;18 Ceuta;2025M12;114,452
Índice;03 Vestido y calzado;18 Ceuta;2025M11;112,918
Índice;03 Vestido y calzado;18 Ceuta;2025M10;111,818
Índice;03 Vestido y calzado;18 Ceuta;2025M09;100,569
Índice;03 Vestido y calzado;18 Ceuta;2025M08;100,576
Índice;03 Vestido y calzado;18 Ceuta;2025M07;103,220
Índice;03 Vestido y calzado;18 Ceuta;2025M06;113,316
Índice;03 Vestido y calzado;18 Ceuta;2025M05;110,330
Índice;03 Vestido y calzado;18 Ceuta;2025M04;97,821
Índice;03 Vestido y calzado;18 Ceuta;2025M03;97,751
Índice;03 Vestido y calzado;18 Ceuta;2025M02;96,604
Índice;03 Vestido y calzado;18 Ceuta;2025M01;98,439
Índice;03 Vestido y calzado;18 Ceuta;2024M12;112,679
Índice;03 Vestido y calzado;18 Ceuta;2024M11;112,747
Índice;03 Vestido y calzado;18 Ceuta;2024M10;110,932
Índice;03 Vestido y calzado;18 Ceuta;2024M09;99,716
Índice;03 Vestido y calzado;18 Ceuta;2024M08;98,609
Índice;03 Vestido y calzado;18 Ceuta;2024M07;99,749
Índice;03 Vestido y calzado;18 Ceuta;2024M06;114,262
Índice;03 Vestido y calzado;18 Ceuta;2024M05;115,446
Índice;03 Vestido y calzado;18 Ceuta;2024M04;115,347
Índice;03 Vestido y calzado;18 Ceuta;2024M03;105,539
Índice;03 Vestido y calzado;18 Ceuta;2024M02;102,355
Índice;03 Vestido y calzado;18 Ceuta;2024M01;103,625
Índice;03 Vestido y calzado;18 Ceuta;2023M12;115,966
Índice;03 Vestido y calzado;18 Ceuta;2023M11;116,116
Índice;03 Vestido y calzado;18 Ceuta;2023M10;112,781
Índice;03 Vestido y calzado;18 Ceuta;2023M09;104,402
Índice;03 Vestido y calzado;18 Ceuta;2023M08;100,436
Índice;03 Vestido y calzado;18 Ceuta;2023M07;100,351
Índice;03 Vestido y calzado;18 Ceuta;2023M06;111,190
Índice;03 Vestido y calzado;18 Ceuta;2023M05;111,886
Índice;03 Vestido y calzado;18 Ceuta;2023M04;106,213
Índice;03 Vestido y calzado;18 Ceuta;2023M03;97,738
Índice;03 Vestido y calzado;18 Ceuta;2023M02;98,930
Índice;03 Vestido y calzado;18 Ceuta;2023M01;100,786
Índice;03 Vestido y calzado;18 Ceuta;2022M12;116,105
Índice;03 Vestido y calzado;18 Ceuta;2022M11;116,476
Índice;03 Vestido y calzado;18 Ceuta;2022M10;115,586
Índice;03 Vestido y calzado;18 Ceuta;2022M09;102,197
Índice;03 Vestido y calzado;18 Ceuta;2022M08;99,918
Índice;03 Vestido y calzado;18 Ceuta;2022M07;100,027
Índice;03 Vestido y calzado;18 Ceuta;2022M06;113,641
Índice;03 Vestido y calzado;18 Ceuta;2022M05;114,067
Índice;03 Vestido y calzado;18 Ceuta;2022M04;112,196
Índice;03 Vestido y calzado;18 Ceuta;2022M03;97,860
Índice;03 Vestido y calzado;18 Ceuta;2022M02;96,010
Índice;03 Vestido y calzado;18 Ceuta;2022M01;96,030
Índice;03 Vestido y calzado;18 Ceuta;2021M12;108,895
Índice;03 Vestido y calzado;18 Ceuta;2021M11;110,913
Índice;03 Vestido y calzado;18 Ceuta;2021M10;109,009
Índice;03 Vestido y calzado;18 Ceuta;2021M09;95,471
Índice;03 Vestido y calzado;18 Ceuta;2021M08;87,432
Índice;03 Vestido y calzado;18 Ceuta;2021M07;89,430
Índice;03 Vestido y calzado;18 Ceuta;2021M06;108,088
Índice;03 Vestido y calzado;18 Ceuta;2021M05;108,957
Índice;03 Vestido y calzado;18 Ceuta;2021M04;108,467
Índice;03 Vestido y calzado;18 Ceuta;2021M03;97,081
Índice;03 Vestido y calzado;18 Ceuta;2021M02;87,630
Índice;03 Vestido y calzado;18 Ceuta;2021M01;88,628
Índice;03 Vestido y calzado;18 Ceuta;2020M12;107,926
Índice;03 Vestido y calzado;18 Ceuta;2020M11;109,372
Índice;03 Vestido y calzado;18 Ceuta;2020M10;107,809
Índice;03 Vestido y calzado;18 Ceuta;2020M09;94,536
Índice;03 Vestido y calzado;18 Ceuta;2020M08;86,454
Índice;03 Vestido y calzado;18 Ceuta;2020M07;88,747
Índice;03 Vestido y calzado;18 Ceuta;2020M06;107,935
Índice;03 Vestido y calzado;18 Ceuta;2020M05;108,917
Índice;03 Vestido y calzado;18 Ceuta;2020M04;108,286
Índice;03 Vestido y calzado;18 Ceuta;2020M03;95,623
Índice;03 Vestido y calzado;18 Ceuta;2020M02;86,335
Índice;03 Vestido y calzado;18 Ceuta;2020M01;87,239
Índice;03 Vestido y calzado;18 Ceuta;2019M12;106,472
Índice;03 Vestido y calzado;18 Ceuta;2019M11;107,184
Índice;03 Vestido y calzado;18 Ceuta;2019M10;105,664
Índice;03 Vestido y calzado;18 Ceuta;2019M09;93,492
Índice;03 Vestido y calzado;18 Ceuta;2019M08;85,673
Índice;03 Vestido y calzado;18 Ceuta;2019M07;87,672
Índice;03 Vestido y calzado;18 Ceuta;2019M06;106,721
Índice;03 Vestido y calzado;18 Ceuta;2019M05;107,689
Índice;03 Vestido y calzado;18 Ceuta;2019M04;107,450
Índice;03 Vestido y calzado;18 Ceuta;2019M03;94,701
Índice;03 Vestido y calzado;18 Ceuta;2019M02;85,301
Índice;03 Vestido y calzado;18 Ceuta;2019M01;86,303
Índice;03 Vestido y calzado;19 Melilla;2025M12;104,312
Índice;03 Vestido y calzado;19 Melilla;2025M11;106,073
Índice;03 Vestido y calzado;19 Melilla;2025M10;104,752
Índice;03 Vestido y calzado;19 Melilla;2025M09;92,444
Índice;03 Vestido y calzado;19 Melilla;2025M08;90,587
Índice;03 Vestido y calzado;19 Melilla;2025M07;92,304
Índice;03 Vestido y calzado;19 Melilla;2025M06;103,086
Índice;03 Vestido y calzado;19 Melilla;2025M05;104,992
Índice;03 Vestido y calzado;19 Melilla;2025M04;105,027
Índice;03 Vestido y calzado;19 Melilla;2025M03;91,178
Índice;03 Vestido y calzado;19 Melilla;2025M02;90,251
Índice;03 Vestido y calzado;19 Melilla;2025M01;92,195
Índice;03 Vestido y calzado;19 Melilla;2024M12;104,985
Índice;03 Vestido y calzado;19 Melilla;2024M11;107,120
Índice;03 Vestido y calzado;19 Melilla;2024M10;108,775
Índice;03 Vestido y calzado;19 Melilla;2024M09;93,198
Índice;03 Vestido y calzado;19 Melilla;2024M08;92,150
Índice;03 Vestido y calzado;19 Melilla;2024M07;93,690
Índice;03 Vestido y calzado;19 Melilla;2024M06;105,705
Índice;03 Vestido y calzado;19 Melilla;2024M05;108,623
Índice;03 Vestido y calzado;19 Melilla;2024M04;108,582
Índice;03 Vestido y calzado;19 Melilla;2024M03;94,561
Índice;03 Vestido y calzado;19 Melilla;2024M02;93,857
Índice;03 Vestido y calzado;19 Melilla;2024M01;96,107
Índice;03 Vestido y calzado;19 Melilla;2023M12;107,235
Índice;03 Vestido y calzado;19 Melilla;2023M11;108,857
Índice;03 Vestido y calzado;19 Melilla;2023M10;104,597
Índice;03 Vestido y calzado;19 Melilla;2023M09;97,980
Índice;03 Vestido y calzado;19 Melilla;2023M08;95,470
Índice;03 Vestido y calzado;19 Melilla;2023M07;96,879
Índice;03 Vestido y calzado;19 Melilla;2023M06;110,536
Índice;03 Vestido y calzado;19 Melilla;2023M05;111,179
Índice;03 Vestido y calzado;19 Melilla;2023M04;111,199
Índice;03 Vestido y calzado;19 Melilla;2023M03;96,814
Índice;03 Vestido y calzado;19 Melilla;2023M02;94,474
Índice;03 Vestido y calzado;19 Melilla;2023M01;97,038
Índice;03 Vestido y calzado;19 Melilla;2022M12;110,408
Índice;03 Vestido y calzado;19 Melilla;2022M11;111,765
Índice;03 Vestido y calzado;19 Melilla;2022M10;110,727
Índice;03 Vestido y calzado;19 Melilla;2022M09;94,765
Índice;03 Vestido y calzado;19 Melilla;2022M08;93,370
Índice;03 Vestido y calzado;19 Melilla;2022M07;94,203
Índice;03 Vestido y calzado;19 Melilla;2022M06;108,570
Índice;03 Vestido y calzado;19 Melilla;2022M05;109,906
Índice;03 Vestido y calzado;19 Melilla;2022M04;106,280
Índice;03 Vestido y calzado;19 Melilla;2022M03;92,482
Índice;03 Vestido y calzado;19 Melilla;2022M02;90,921
Índice;03 Vestido y calzado;19 Melilla;2022M01;93,000
Índice;03 Vestido y calzado;19 Melilla;2021M12;109,730
Índice;03 Vestido y calzado;19 Melilla;2021M11;110,134
Índice;03 Vestido y calzado;19 Melilla;2021M10;108,451
Índice;03 Vestido y calzado;19 Melilla;2021M09;98,186
Índice;03 Vestido y calzado;19 Melilla;2021M08;88,140
Índice;03 Vestido y calzado;19 Melilla;2021M07;88,709
Índice;03 Vestido y calzado;19 Melilla;2021M06;106,433
Índice;03 Vestido y calzado;19 Melilla;2021M05;107,999
Índice;03 Vestido y calzado;19 Melilla;2021M04;106,273
Índice;03 Vestido y calzado;19 Melilla;2021M03;97,183
Índice;03 Vestido y calzado;19 Melilla;2021M02;88,636
Índice;03 Vestido y calzado;19 Melilla;2021M01;90,124
Índice;03 Vestido y calzado;19 Melilla;2020M12;108,551
Índice;03 Vestido y calzado;19 Melilla;2020M11;109,382
Índice;03 Vestido y calzado;19 Melilla;2020M10;107,744
Índice;03 Vestido y calzado;19 Melilla;2020M09;97,265
Índice;03 Vestido y calzado;19 Melilla;2020M08;87,236
Índice;03 Vestido y calzado;19 Melilla;2020M07;87,847
Índice;03 Vestido y calzado;19 Melilla;2020M06;105,157
Índice;03 Vestido y calzado;19 Melilla;2020M05;106,695
Índice;03 Vestido y calzado;19 Melilla;2020M04;105,257
Índice;03 Vestido y calzado;19 Melilla;2020M03;96,216
Índice;03 Vestido y calzado;19 Melilla;2020M02;87,535
Índice;03 Vestido y calzado;19 Melilla;2020M01;89,154
Índice;03 Vestido y calzado;19 Melilla;2019M12;107,787
Índice;03 Vestido y calzado;19 Melilla;2019M11;108,779
Índice;03 Vestido y calzado;19 Melilla;2019M10;107,074
Índice;03 Vestido y calzado;19 Melilla;2019M09;96,213
Índice;03 Vestido y calzado;19 Melilla;2019M08;86,465
Índice;03 Vestido y calzado;19 Melilla;2019M07;87,028
Índice;03 Vestido y calzado;19 Melilla;2019M06;104,355
Índice;03 Vestido y calzado;19 Melilla;2019M05;105,602
Índice;03 Vestido y calzado;19 Melilla;2019M04;104,244
Índice;03 Vestido y calzado;19 Melilla;2019M03;95,068
Índice;03 Vestido y calzado;19 Melilla;2019M02;86,650
Índice;03 Vestido y calzado;19 Melilla;2019M01;88,183
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M12;115,098
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M11;114,444
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M10;114,650
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M09;113,575
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M08;113,134
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M07;113,161
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M06;112,551
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M05;111,216
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M04;110,786
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M03;111,805
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M02;113,596
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2025M01;113,047
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M12;108,920
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M11;108,304
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M10;106,616
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M09;106,042
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M08;106,758
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M07;106,054
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M06;108,012
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M05;107,178
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M04;106,295
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M03;105,747
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M02;103,426
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2024M01;104,745
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M12;101,376
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M11;100,846
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M10;102,309
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M09;103,028
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M08;102,618
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M07;102,815
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M06;102,744
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M05;101,886
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M04;102,225
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M03;104,138
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M02;106,287
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2023M01;103,156
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M12;107,680
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M11;106,893
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M10;110,790
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M09;118,604
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M08;125,137
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M07;120,761
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M06;117,695
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M05;113,807
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M04;114,653
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M03;124,213
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M02;113,252
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2022M01;112,574
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2021M12;112,736
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2021M11;105,820
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2021M10;107,963
Índice;04 Vivienda, agua, electricidad, gas y otros combustibles;Nacional;2021M09;103,846
