Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;Menores de 25 años;2021T2;38,47
Ambos sexos;Total Nacional;Menores de 25 años;2021T1;39,44
Ambos sexos;Total Nacional;Menores de 25 años;2020T4;40,13
Ambos sexos;Total Nacional;Menores de 25 años;2020T3;40,45
Ambos sexos;Total Nacional;Menores de 25 años;2020T2;39,61
Ambos sexos;Total Nacional;Menores de 25 años;2020T1;32,99
Ambos sexos;Total Nacional;Menores de 25 años;2019T4;30,51
Ambos sexos;Total Nacional;Menores de 25 años;2019T3;31,68
Ambos sexos;Total Nacional;Menores de 25 años;2019T2;33,14
Ambos sexos;Total Nacional;Menores de 25 años;2019T1;34,97
Ambos sexos;Total Nacional;Menores de 25 años;2018T4;33,54
Ambos sexos;Total Nacional;Menores de 25 años;2018T3;33,00
Ambos sexos;Total Nacional;Menores de 25 años;2018T2;34,68
Ambos sexos;Total Nacional;Menores de 25 años;2018T1;36,34
Ambos sexos;Total Nacional;Menores de 25 años;2017T4;37,46
Ambos sexos;Total Nacional;Menores de 25 años;2017T3;35,97
Ambos sexos;Total Nacional;Menores de 25 años;2017T2;39,53
Ambos sexos;Total Nacional;Menores de 25 años;2017T1;41,66
Ambos sexos;Total Nacional;Menores de 25 años;2016T4;42,92
Ambos sexos;Total Nacional;Menores de 25 años;2016T3;41,94
Ambos sexos;Total Nacional;Menores de 25 años;2016T2;46,48
Ambos sexos;Total Nacional;Menores de 25 años;2016T1;46,50
Ambos sexos;Total Nacional;25 y más años;2025T3;9,16
Ambos sexos;Total Nacional;25 y más años;2025T2;9,15
Ambos sexos;Total Nacional;25 y más años;2025T1;10,23
Ambos sexos;Total Nacional;25 y más años;2024T4;9,52
Ambos sexos;Total Nacional;25 y más años;2024T3;9,86
Ambos sexos;Total Nacional;25 y más años;2024T2;10,08
Ambos sexos;Total Nacional;25 y más años;2024T1;11,14
Ambos sexos;Total Nacional;25 y más años;2023T4;10,55
Ambos sexos;Total Nacional;25 y más años;2023T3;10,54
Ambos sexos;Total Nacional;25 y más años;2023T2;10,44
Ambos sexos;Total Nacional;25 y más años;2023T1;12,21
Ambos sexos;Total Nacional;25 y más años;2022T4;11,85
Ambos sexos;Total Nacional;25 y más años;2022T3;11,34
Ambos sexos;Total Nacional;25 y más años;2022T2;11,46
Ambos sexos;Total Nacional;25 y más años;2022T1;12,61
Ambos sexos;Total Nacional;25 y más años;2021T4;12,27
Ambos sexos;Total Nacional;25 y más años;2021T3;13,42
Ambos sexos;Total Nacional;25 y más años;2021T2;13,77
Ambos sexos;Total Nacional;25 y más años;2021T1;14,64
Ambos sexos;Total Nacional;25 y más años;2020T4;14,55
Ambos sexos;Total Nacional;25 y más años;2020T3;14,51
Ambos sexos;Total Nacional;25 y más años;2020T2;13,81
Ambos sexos;Total Nacional;25 y más años;2020T1;13,14
Ambos sexos;Total Nacional;25 y más años;2019T4;12,61
Ambos sexos;Total Nacional;25 y más años;2019T3;12,55
Ambos sexos;Total Nacional;25 y más años;2019T2;12,67
Ambos sexos;Total Nacional;25 y más años;2019T1;13,31
Ambos sexos;Total Nacional;25 y más años;2018T4;13,11
Ambos sexos;Total Nacional;25 y más años;2018T3;13,16
Ambos sexos;Total Nacional;25 y más años;2018T2;13,91
Ambos sexos;Total Nacional;25 y más años;2018T1;15,44
Ambos sexos;Total Nacional;25 y más años;2017T4;15,08
Ambos sexos;Total Nacional;25 y más años;2017T3;14,89
Ambos sexos;Total Nacional;25 y más años;2017T2;15,67
Ambos sexos;Total Nacional;25 y más años;2017T1;17,22
Ambos sexos;Total Nacional;25 y más años;2016T4;17,00
Ambos sexos;Total Nacional;25 y más años;2016T3;17,24
Ambos sexos;Total Nacional;25 y más años;2016T2;18,15
Ambos sexos;Total Nacional;25 y más años;2016T1;19,28
Ambos sexos;01 Andalucía;Total;2025T3;15,27
Ambos sexos;01 Andalucía;Total;2025T2;14,85
Ambos sexos;01 Andalucía;Total;2025T1;16,14
Ambos sexos;01 Andalucía;Total;2024T4;15,76
Ambos sexos;01 Andalucía;Total;2024T3;16,06
Ambos sexos;01 Andalucía;Total;2024T2;16,27
Ambos sexos;01 Andalucía;Total;2024T1;17,77
Ambos sexos;01 Andalucía;Total;2023T4;17,61
Ambos sexos;01 Andalucía;Total;2023T3;18,77
Ambos sexos;01 Andalucía;Total;2023T2;18,20
Ambos sexos;01 Andalucía;Total;2023T1;18,38
Ambos sexos;01 Andalucía;Total;2022T4;19,05
Ambos sexos;01 Andalucía;Total;2022T3;19,10
Ambos sexos;01 Andalucía;Total;2022T2;18,76
Ambos sexos;01 Andalucía;Total;2022T1;19,55
Ambos sexos;01 Andalucía;Total;2021T4;20,31
Ambos sexos;01 Andalucía;Total;2021T3;22,61
Ambos sexos;01 Andalucía;Total;2021T2;21,77
Ambos sexos;01 Andalucía;Total;2021T1;22,75
Ambos sexos;01 Andalucía;Total;2020T4;22,74
Ambos sexos;01 Andalucía;Total;2020T3;23,80
Ambos sexos;01 Andalucía;Total;2020T2;21,32
Ambos sexos;01 Andalucía;Total;2020T1;21,21
Ambos sexos;01 Andalucía;Total;2019T4;20,80
Ambos sexos;01 Andalucía;Total;2019T3;21,83
Ambos sexos;01 Andalucía;Total;2019T2;21,04
Ambos sexos;01 Andalucía;Total;2019T1;21,08
Ambos sexos;01 Andalucía;Total;2018T4;21,26
Ambos sexos;01 Andalucía;Total;2018T3;22,85
Ambos sexos;01 Andalucía;Total;2018T2;23,09
Ambos sexos;01 Andalucía;Total;2018T1;24,74
Ambos sexos;01 Andalucía;Total;2017T4;24,43
Ambos sexos;01 Andalucía;Total;2017T3;25,41
Ambos sexos;01 Andalucía;Total;2017T2;25,24
Ambos sexos;01 Andalucía;Total;2017T1;26,94
Ambos sexos;01 Andalucía;Total;2016T4;28,25
Ambos sexos;01 Andalucía;Total;2016T3;28,52
Ambos sexos;01 Andalucía;Total;2016T2;29,07
Ambos sexos;01 Andalucía;Total;2016T1;29,70
Ambos sexos;01 Andalucía;Menores de 25 años;2025T3;30,73
Ambos sexos;01 Andalucía;Menores de 25 años;2025T2;34,28
Ambos sexos;01 Andalucía;Menores de 25 años;2025T1;34,37
Ambos sexos;01 Andalucía;Menores de 25 años;2024T4;36,24
Ambos sexos;01 Andalucía;Menores de 25 años;2024T3;35,64
Ambos sexos;01 Andalucía;Menores de 25 años;2024T2;38,74
Ambos sexos;01 Andalucía;Menores de 25 años;2024T1;36,88
Ambos sexos;01 Andalucía;Menores de 25 años;2023T4;40,24
Ambos sexos;01 Andalucía;Menores de 25 años;2023T3;41,05
Ambos sexos;01 Andalucía;Menores de 25 años;2023T2;39,26
Ambos sexos;01 Andalucía;Menores de 25 años;2023T1;38,26
Ambos sexos;01 Andalucía;Menores de 25 años;2022T4;35,91
Ambos sexos;01 Andalucía;Menores de 25 años;2022T3;36,03
Ambos sexos;01 Andalucía;Menores de 25 años;2022T2;33,33
Ambos sexos;01 Andalucía;Menores de 25 años;2022T1;35,83
Ambos sexos;01 Andalucía;Menores de 25 años;2021T4;38,91
Ambos sexos;01 Andalucía;Menores de 25 años;2021T3;41,17
Ambos sexos;01 Andalucía;Menores de 25 años;2021T2;46,84
Ambos sexos;01 Andalucía;Menores de 25 años;2021T1;51,06
Ambos sexos;01 Andalucía;Menores de 25 años;2020T4;52,21
Ambos sexos;01 Andalucía;Menores de 25 años;2020T3;51,53
Ambos sexos;01 Andalucía;Menores de 25 años;2020T2;49,94
Ambos sexos;01 Andalucía;Menores de 25 años;2020T1;44,67
Ambos sexos;01 Andalucía;Menores de 25 años;2019T4;41,00
Ambos sexos;01 Andalucía;Menores de 25 años;2019T3;43,70
Ambos sexos;01 Andalucía;Menores de 25 años;2019T2;40,94
Ambos sexos;01 Andalucía;Menores de 25 años;2019T1;40,93
Ambos sexos;01 Andalucía;Menores de 25 años;2018T4;45,09
Ambos sexos;01 Andalucía;Menores de 25 años;2018T3;46,00
Ambos sexos;01 Andalucía;Menores de 25 años;2018T2;47,29
Ambos sexos;01 Andalucía;Menores de 25 años;2018T1;48,70
Ambos sexos;01 Andalucía;Menores de 25 años;2017T4;47,88
Ambos sexos;01 Andalucía;Menores de 25 años;2017T3;45,97
Ambos sexos;01 Andalucía;Menores de 25 años;2017T2;48,69
Ambos sexos;01 Andalucía;Menores de 25 años;2017T1;54,06
Ambos sexos;01 Andalucía;Menores de 25 años;2016T4;57,79
Ambos sexos;01 Andalucía;Menores de 25 años;2016T3;55,18
Ambos sexos;01 Andalucía;Menores de 25 años;2016T2;58,62
Ambos sexos;01 Andalucía;Menores de 25 años;2016T1;60,14
Ambos sexos;01 Andalucía;25 y más años;2025T3;13,97
Ambos sexos;01 Andalucía;25 y más años;2025T2;13,44
Ambos sexos;01 Andalucía;25 y más años;2025T1;14,89
Ambos sexos;01 Andalucía;25 y más años;2024T4;14,27
Ambos sexos;01 Andalucía;25 y más años;2024T3;14,43
Ambos sexos;01 Andalucía;25 y más años;2024T2;14,47
Ambos sexos;01 Andalucía;25 y más años;2024T1;16,44
Ambos sexos;01 Andalucía;25 y más años;2023T4;15,92
Ambos sexos;01 Andalucía;25 y más años;2023T3;16,85
Ambos sexos;01 Andalucía;25 y más años;2023T2;16,53
Ambos sexos;01 Andalucía;25 y más años;2023T1;17,05
Ambos sexos;01 Andalucía;25 y más años;2022T4;17,85
Ambos sexos;01 Andalucía;25 y más años;2022T3;17,79
Ambos sexos;01 Andalucía;25 y más años;2022T2;17,68
Ambos sexos;01 Andalucía;25 y más años;2022T1;18,42
Ambos sexos;01 Andalucía;25 y más años;2021T4;19,01
Ambos sexos;01 Andalucía;25 y más años;2021T3;21,09
Ambos sexos;01 Andalucía;25 y más años;2021T2;19,92
Ambos sexos;01 Andalucía;25 y más años;2021T1;20,95
Ambos sexos;01 Andalucía;25 y más años;2020T4;20,76
Ambos sexos;01 Andalucía;25 y más años;2020T3;21,75
Ambos sexos;01 Andalucía;25 y más años;2020T2;19,51
Ambos sexos;01 Andalucía;25 y más años;2020T1;19,51
Ambos sexos;01 Andalucía;25 y más años;2019T4;19,31
Ambos sexos;01 Andalucía;25 y más años;2019T3;20,03
Ambos sexos;01 Andalucía;25 y más años;2019T2;19,53
Ambos sexos;01 Andalucía;25 y más años;2019T1;19,62
Ambos sexos;01 Andalucía;25 y más años;2018T4;19,43
Ambos sexos;01 Andalucía;25 y más años;2018T3;20,99
Ambos sexos;01 Andalucía;25 y más años;2018T2;21,28
Ambos sexos;01 Andalucía;25 y más años;2018T1;23,08
Ambos sexos;01 Andalucía;25 y más años;2017T4;22,68
Ambos sexos;01 Andalucía;25 y más años;2017T3;23,68
Ambos sexos;01 Andalucía;25 y más años;2017T2;23,44
Ambos sexos;01 Andalucía;25 y más años;2017T1;24,94
Ambos sexos;01 Andalucía;25 y más años;2016T4;26,15
Ambos sexos;01 Andalucía;25 y más años;2016T3;26,43
Ambos sexos;01 Andalucía;25 y más años;2016T2;26,78
Ambos sexos;01 Andalucía;25 y más años;2016T1;27,32
Ambos sexos;02 Aragón;Total;2025T3;8,54
Ambos sexos;02 Aragón;Total;2025T2;7,64
Ambos sexos;02 Aragón;Total;2025T1;8,29
Ambos sexos;02 Aragón;Total;2024T4;7,62
Ambos sexos;02 Aragón;Total;2024T3;8,66
Ambos sexos;02 Aragón;Total;2024T2;8,25
Ambos sexos;02 Aragón;Total;2024T1;8,04
Ambos sexos;02 Aragón;Total;2023T4;8,17
Ambos sexos;02 Aragón;Total;2023T3;8,00
Ambos sexos;02 Aragón;Total;2023T2;8,79
Ambos sexos;02 Aragón;Total;2023T1;9,34
Ambos sexos;02 Aragón;Total;2022T4;9,57
Ambos sexos;02 Aragón;Total;2022T3;9,39
Ambos sexos;02 Aragón;Total;2022T2;9,28
Ambos sexos;02 Aragón;Total;2022T1;10,24
Ambos sexos;02 Aragón;Total;2021T4;9,18
Ambos sexos;02 Aragón;Total;2021T3;8,94
Ambos sexos;02 Aragón;Total;2021T2;10,87
Ambos sexos;02 Aragón;Total;2021T1;12,36
Ambos sexos;02 Aragón;Total;2020T4;12,49
Ambos sexos;02 Aragón;Total;2020T3;11,90
Ambos sexos;02 Aragón;Total;2020T2;11,78
Ambos sexos;02 Aragón;Total;2020T1;10,64
Ambos sexos;02 Aragón;Total;2019T4;9,93
Ambos sexos;02 Aragón;Total;2019T3;9,69
Ambos sexos;02 Aragón;Total;2019T2;9,98
Ambos sexos;02 Aragón;Total;2019T1;10,50
Ambos sexos;02 Aragón;Total;2018T4;11,11
Ambos sexos;02 Aragón;Total;2018T3;9,87
Ambos sexos;02 Aragón;Total;2018T2;9,97
Ambos sexos;02 Aragón;Total;2018T1;11,58
Ambos sexos;02 Aragón;Total;2017T4;11,37
Ambos sexos;02 Aragón;Total;2017T3;10,50
Ambos sexos;02 Aragón;Total;2017T2;11,39
Ambos sexos;02 Aragón;Total;2017T1;13,32
Ambos sexos;02 Aragón;Total;2016T4;13,53
Ambos sexos;02 Aragón;Total;2016T3;14,88
Ambos sexos;02 Aragón;Total;2016T2;15,27
Ambos sexos;02 Aragón;Total;2016T1;15,28
Ambos sexos;02 Aragón;Menores de 25 años;2025T3;29,69
Ambos sexos;02 Aragón;Menores de 25 años;2025T2;23,33
Ambos sexos;02 Aragón;Menores de 25 años;2025T1;24,99
Ambos sexos;02 Aragón;Menores de 25 años;2024T4;18,80
Ambos sexos;02 Aragón;Menores de 25 años;2024T3;24,74
Ambos sexos;02 Aragón;Menores de 25 años;2024T2;22,59
Ambos sexos;02 Aragón;Menores de 25 años;2024T1;27,29
Ambos sexos;02 Aragón;Menores de 25 años;2023T4;21,44
Ambos sexos;02 Aragón;Menores de 25 años;2023T3;21,43
Ambos sexos;02 Aragón;Menores de 25 años;2023T2;26,08
Ambos sexos;02 Aragón;Menores de 25 años;2023T1;19,89
Ambos sexos;02 Aragón;Menores de 25 años;2022T4;20,57
Ambos sexos;02 Aragón;Menores de 25 años;2022T3;28,46
Ambos sexos;02 Aragón;Menores de 25 años;2022T2;29,39
Ambos sexos;02 Aragón;Menores de 25 años;2022T1;19,36
Ambos sexos;02 Aragón;Menores de 25 años;2021T4;20,62
Ambos sexos;02 Aragón;Menores de 25 años;2021T3;24,44
Ambos sexos;02 Aragón;Menores de 25 años;2021T2;21,51
Ambos sexos;02 Aragón;Menores de 25 años;2021T1;34,85
Ambos sexos;02 Aragón;Menores de 25 años;2020T4;34,37
Ambos sexos;02 Aragón;Menores de 25 años;2020T3;31,54
Ambos sexos;02 Aragón;Menores de 25 años;2020T2;27,06
Ambos sexos;02 Aragón;Menores de 25 años;2020T1;19,71
Ambos sexos;02 Aragón;Menores de 25 años;2019T4;22,57
Ambos sexos;02 Aragón;Menores de 25 años;2019T3;27,43
Ambos sexos;02 Aragón;Menores de 25 años;2019T2;29,70
Ambos sexos;02 Aragón;Menores de 25 años;2019T1;30,23
Ambos sexos;02 Aragón;Menores de 25 años;2018T4;28,59
Ambos sexos;02 Aragón;Menores de 25 años;2018T3;24,99
Ambos sexos;02 Aragón;Menores de 25 años;2018T2;24,34
Ambos sexos;02 Aragón;Menores de 25 años;2018T1;32,39
Ambos sexos;02 Aragón;Menores de 25 años;2017T4;25,94
Ambos sexos;02 Aragón;Menores de 25 años;2017T3;27,17
Ambos sexos;02 Aragón;Menores de 25 años;2017T2;33,50
Ambos sexos;02 Aragón;Menores de 25 años;2017T1;35,46
Ambos sexos;02 Aragón;Menores de 25 años;2016T4;38,97
Ambos sexos;02 Aragón;Menores de 25 años;2016T3;39,23
Ambos sexos;02 Aragón;Menores de 25 años;2016T2;37,46
Ambos sexos;02 Aragón;Menores de 25 años;2016T1;30,95
Ambos sexos;02 Aragón;25 y más años;2025T3;6,82
Ambos sexos;02 Aragón;25 y más años;2025T2;6,38
Ambos sexos;02 Aragón;25 y más años;2025T1;6,97
Ambos sexos;02 Aragón;25 y más años;2024T4;6,74
Ambos sexos;02 Aragón;25 y más años;2024T3;7,29
Ambos sexos;02 Aragón;25 y más años;2024T2;7,14
Ambos sexos;02 Aragón;25 y más años;2024T1;6,51
Ambos sexos;02 Aragón;25 y más años;2023T4;7,22
Ambos sexos;02 Aragón;25 y más años;2023T3;6,99
Ambos sexos;02 Aragón;25 y más años;2023T2;7,59
Ambos sexos;02 Aragón;25 y más años;2023T1;8,68
Ambos sexos;02 Aragón;25 y más años;2022T4;8,85
Ambos sexos;02 Aragón;25 y más años;2022T3;7,93
Ambos sexos;02 Aragón;25 y más años;2022T2;7,81
Ambos sexos;02 Aragón;25 y más años;2022T1;9,58
Ambos sexos;02 Aragón;25 y más años;2021T4;8,38
Ambos sexos;02 Aragón;25 y más años;2021T3;7,83
Ambos sexos;02 Aragón;25 y más años;2021T2;10,16
Ambos sexos;02 Aragón;25 y más años;2021T1;10,86
Ambos sexos;02 Aragón;25 y más años;2020T4;10,89
Ambos sexos;02 Aragón;25 y más años;2020T3;10,41
Ambos sexos;02 Aragón;25 y más años;2020T2;10,74
Ambos sexos;02 Aragón;25 y más años;2020T1;10,04
Ambos sexos;02 Aragón;25 y más años;2019T4;9,05
Ambos sexos;02 Aragón;25 y más años;2019T3;8,38
Ambos sexos;02 Aragón;25 y más años;2019T2;8,66
Ambos sexos;02 Aragón;25 y más años;2019T1;9,32
Ambos sexos;02 Aragón;25 y más años;2018T4;10,00
Ambos sexos;02 Aragón;25 y más años;2018T3;8,85
Ambos sexos;02 Aragón;25 y más años;2018T2;9,01
Ambos sexos;02 Aragón;25 y más años;2018T1;10,28
Ambos sexos;02 Aragón;25 y más años;2017T4;10,45
Ambos sexos;02 Aragón;25 y más años;2017T3;9,29
Ambos sexos;02 Aragón;25 y más años;2017T2;9,92
Ambos sexos;02 Aragón;25 y más años;2017T1;11,87
Ambos sexos;02 Aragón;25 y más años;2016T4;11,80
Ambos sexos;02 Aragón;25 y más años;2016T3;13,19
Ambos sexos;02 Aragón;25 y más años;2016T2;13,83
Ambos sexos;02 Aragón;25 y más años;2016T1;14,25
Ambos sexos;03 Asturias, Principado de;Total;2025T3;9,03
Ambos sexos;03 Asturias, Principado de;Total;2025T2;8,57
Ambos sexos;03 Asturias, Principado de;Total;2025T1;9,31
Ambos sexos;03 Asturias, Principado de;Total;2024T4;8,09
Ambos sexos;03 Asturias, Principado de;Total;2024T3;9,26
Ambos sexos;03 Asturias, Principado de;Total;2024T2;11,79
Ambos sexos;03 Asturias, Principado de;Total;2024T1;11,40
Ambos sexos;03 Asturias, Principado de;Total;2023T4;11,62
Ambos sexos;03 Asturias, Principado de;Total;2023T3;13,39
Ambos sexos;03 Asturias, Principado de;Total;2023T2;10,38
Ambos sexos;03 Asturias, Principado de;Total;2023T1;13,10
Ambos sexos;03 Asturias, Principado de;Total;2022T4;14,18
Ambos sexos;03 Asturias, Principado de;Total;2022T3;12,59
Ambos sexos;03 Asturias, Principado de;Total;2022T2;11,60
Ambos sexos;03 Asturias, Principado de;Total;2022T1;11,68
Ambos sexos;03 Asturias, Principado de;Total;2021T4;10,10
Ambos sexos;03 Asturias, Principado de;Total;2021T3;12,09
Ambos sexos;03 Asturias, Principado de;Total;2021T2;13,42
Ambos sexos;03 Asturias, Principado de;Total;2021T1;13,73
Ambos sexos;03 Asturias, Principado de;Total;2020T4;13,50
Ambos sexos;03 Asturias, Principado de;Total;2020T3;14,16
Ambos sexos;03 Asturias, Principado de;Total;2020T2;14,45
Ambos sexos;03 Asturias, Principado de;Total;2020T1;14,37
Ambos sexos;03 Asturias, Principado de;Total;2019T4;13,14
Ambos sexos;03 Asturias, Principado de;Total;2019T3;14,43
Ambos sexos;03 Asturias, Principado de;Total;2019T2;14,17
Ambos sexos;03 Asturias, Principado de;Total;2019T1;15,03
Ambos sexos;03 Asturias, Principado de;Total;2018T4;12,86
Ambos sexos;03 Asturias, Principado de;Total;2018T3;13,45
Ambos sexos;03 Asturias, Principado de;Total;2018T2;13,10
Ambos sexos;03 Asturias, Principado de;Total;2018T1;15,02
Ambos sexos;03 Asturias, Principado de;Total;2017T4;14,64
Ambos sexos;03 Asturias, Principado de;Total;2017T3;12,95
Ambos sexos;03 Asturias, Principado de;Total;2017T2;13,03
Ambos sexos;03 Asturias, Principado de;Total;2017T1;14,23
Ambos sexos;03 Asturias, Principado de;Total;2016T4;14,59
Ambos sexos;03 Asturias, Principado de;Total;2016T3;17,05
Ambos sexos;03 Asturias, Principado de;Total;2016T2;19,29
Ambos sexos;03 Asturias, Principado de;Total;2016T1;19,50
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2025T3;30,34
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2025T2;29,74
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2025T1;28,43
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2024T4;33,68
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2024T3;31,86
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2024T2;31,60
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2024T1;34,38
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2023T4;27,42
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2023T3;34,44
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2023T2;25,55
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2023T1;27,64
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2022T4;46,18
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2022T3;44,39
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2022T2;31,06
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2022T1;25,88
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2021T4;11,31
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2021T3;31,68
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2021T2;40,02
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2021T1;34,08
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2020T4;37,49
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2020T3;40,00
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2020T2;36,01
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2020T1;29,31
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2019T4;30,55
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2019T3;28,40
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2019T2;26,23
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2019T1;29,59
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2018T4;27,47
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2018T3;35,06
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2018T2;44,58
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2018T1;41,91
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2017T4;46,41
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2017T3;33,78
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2017T2;36,81
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2017T1;31,37
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2016T4;35,00
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2016T3;47,02
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2016T2;57,18
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2016T1;52,13
Ambos sexos;03 Asturias, Principado de;25 y más años;2025T3;7,55
Ambos sexos;03 Asturias, Principado de;25 y más años;2025T2;7,21
Ambos sexos;03 Asturias, Principado de;25 y más años;2025T1;8,25
Ambos sexos;03 Asturias, Principado de;25 y más años;2024T4;6,61
Ambos sexos;03 Asturias, Principado de;25 y más años;2024T3;7,91
Ambos sexos;03 Asturias, Principado de;25 y más años;2024T2;10,78
Ambos sexos;03 Asturias, Principado de;25 y más años;2024T1;10,17
Ambos sexos;03 Asturias, Principado de;25 y más años;2023T4;10,89
Ambos sexos;03 Asturias, Principado de;25 y más años;2023T3;12,09
Ambos sexos;03 Asturias, Principado de;25 y más años;2023T2;9,61
Ambos sexos;03 Asturias, Principado de;25 y más años;2023T1;12,43
Ambos sexos;03 Asturias, Principado de;25 y más años;2022T4;12,35
Ambos sexos;03 Asturias, Principado de;25 y más años;2022T3;10,84
Ambos sexos;03 Asturias, Principado de;25 y más años;2022T2;10,72
Ambos sexos;03 Asturias, Principado de;25 y más años;2022T1;11,09
